id,video_path,frame_dir,seg_dir,ground_truth
10December_2009_Thursday_heute_default-7,video/test/10December_2009_Thursday_heute_default-7/10December_2009_Thursday_heute_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10December_2009_Thursday_heute_default-7/1,CSLR-IIGA/segmentation/test/10December_2009_Thursday_heute_default-7,NORD KOENNEN SONNE AB-SO AUFKOMMEN SAMSTAG NOCH SCHNEE NORD SCHNEE REGEN WECHSELHAFT __OFF__
10February_2010_Wednesday_tagesschau_default-12,video/test/10February_2010_Wednesday_tagesschau_default-12/10February_2010_Wednesday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10February_2010_Wednesday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/10February_2010_Wednesday_tagesschau_default-12,SAMSTAG TEIL SCHNEE BISSCHEN  NORD REGION KLAR HIMMEL
10February_2010_Wednesday_tagesschau_default-3,video/test/10February_2010_Wednesday_tagesschau_default-3/10February_2010_Wednesday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10February_2010_Wednesday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/10February_2010_Wednesday_tagesschau_default-3,SCHNEE AUCH FROST __OFF__ __ON__ FUER HEUTE WETTER BESSER RUHIG 
10January_2011_Monday_tagesschau_default-5,video/test/10January_2011_Monday_tagesschau_default-5/10January_2011_Monday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10January_2011_Monday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/10January_2011_Monday_tagesschau_default-5,WEST SCHNEE REGEN GLATT IN-KOMMEND DANN WECHSELHAFT STARK MILD __OFF__
10March_2011_Thursday_heute_default-12,video/test/10March_2011_Thursday_heute_default-12/10March_2011_Thursday_heute_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10March_2011_Thursday_heute_default-12/1,CSLR-IIGA/segmentation/test/10March_2011_Thursday_heute_default-12,__ON__ WOCHENENDE SONNE SAMSTAG SCHOEN TEMPERATUR BIS SIEBZEHN GRAD REGION
10May_2010_Monday_tagesschau_default-4,video/test/10May_2010_Monday_tagesschau_default-4/10May_2010_Monday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10May_2010_Monday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/10May_2010_Monday_tagesschau_default-4,__ON__ HEUTE NACHT SUED ANFANG BISSCHEN GEWITTER IX SONST REGION REGEN IX KOENNEN AUCH NEBEL __OFF__
10November_2009_Tuesday_tagesschau_default-2,video/test/10November_2009_Tuesday_tagesschau_default-2/10November_2009_Tuesday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10November_2009_Tuesday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/10November_2009_Tuesday_tagesschau_default-2,__ON__ ALLGEMEIN TIEF OST EUROPA KOMMEN
10November_2010_Wednesday_tagesschau_default-8,video/test/10November_2010_Wednesday_tagesschau_default-8/10November_2010_Wednesday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/10November_2010_Wednesday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/10November_2010_Wednesday_tagesschau_default-8,TAG VIER GRAD V LAND ELF GRAD NIEDER FLUSS __OFF__
11April_2010_Sunday_tagesschau_default-0,video/test/11April_2010_Sunday_tagesschau_default-0/11April_2010_Sunday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11April_2010_Sunday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/11April_2010_Sunday_tagesschau_default-0,__ON__ JETZT WETTER MORGEN MONTAG ZWOELF APRIL ZEIGEN-BILDSCHIRM __OFF__
11August_2009_Tuesday_tagesschau_default-7,video/test/11August_2009_Tuesday_tagesschau_default-7/11August_2009_Tuesday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11August_2009_Tuesday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/11August_2009_Tuesday_tagesschau_default-7,__ON__ BEREICH SUED MEHR FREUNDLICH SONST VIEL WOLKE NORD KOMMEN SCHAUER GEWITTER KOENNEN __OFF__
11August_2009_Tuesday_tagesschau_default-9,video/test/11August_2009_Tuesday_tagesschau_default-9/11August_2009_Tuesday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11August_2009_Tuesday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/11August_2009_Tuesday_tagesschau_default-9,__ON__ HEUTE REGION SCHWACH MAESSIG WIND ZEIGEN-BILDSCHIRM __OFF__
11August_2010_Wednesday_tagesschau_default-12,video/test/11August_2010_Wednesday_tagesschau_default-12/11August_2010_Wednesday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11August_2010_Wednesday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/11August_2010_Wednesday_tagesschau_default-12,NEUNZEHN BIS FUENF ZWANZIG L IX SIEBEN ZWANZIG GRAD __OFF__
11August_2010_Wednesday_tagesschau_default-6,video/test/11August_2010_Wednesday_tagesschau_default-6/11August_2010_Wednesday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11August_2010_Wednesday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/11August_2010_Wednesday_tagesschau_default-6,TAGSUEBER OFT REGEN GEWITTER KOENNEN
11August_2011_Thursday_heute_default-8,video/test/11August_2011_Thursday_heute_default-8/11August_2011_Thursday_heute_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11August_2011_Thursday_heute_default-8/1,CSLR-IIGA/segmentation/test/11August_2011_Thursday_heute_default-8,NACH MITTAG ENDLICH SONNE UND REGEN KOMMEN MUENCHEN P KOMMEN __OFF__
11December_2009_Friday_tagesschau_default-0,video/test/11December_2009_Friday_tagesschau_default-0/11December_2009_Friday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11December_2009_Friday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/11December_2009_Friday_tagesschau_default-0,__ON__ WETTER WIE-AUSSEHEN MEIN SAMSTAG ZWOELF DEZEMBER __OFF__
11December_2010_Saturday_tagesschau_default-13,video/test/11December_2010_Saturday_tagesschau_default-13/11December_2010_Saturday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11December_2010_Saturday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/11December_2010_Saturday_tagesschau_default-13,GLEICH AEHNLICH DIENSTAG ABER OST DANN SCHNEE MITTWOCH SEIN GLEICH MINUS NEUN BIS MINUS EIN GRAD __OFF__
11December_2010_Saturday_tagesschau_default-6,video/test/11December_2010_Saturday_tagesschau_default-6/11December_2010_Saturday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11December_2010_Saturday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/11December_2010_Saturday_tagesschau_default-6,SCHNEE BIS SECHSHUNDERT BIS DREIHUNDERT METER BERG
11December_2010_Saturday_tagesschau_default-8,video/test/11December_2010_Saturday_tagesschau_default-8/11December_2010_Saturday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11December_2010_Saturday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/11December_2010_Saturday_tagesschau_default-8,SUED MEHR REGEN UMWANDELN SCHNEE NACHT OST MITTE BERG STURM
11February_2010_Thursday_tagesschau_default-5,video/test/11February_2010_Thursday_tagesschau_default-5/11February_2010_Thursday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11February_2010_Thursday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/11February_2010_Thursday_tagesschau_default-5,__ON__ WOCHENENDE IM-VERLAUF MEHR TROCKEN ABER BLEIBEN KALT __OFF__
11January_2011_Tuesday_tagesschau_default-0,video/test/11January_2011_Tuesday_tagesschau_default-0/11January_2011_Tuesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11January_2011_Tuesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/11January_2011_Tuesday_tagesschau_default-0,__ON__ JETZT WIE-AUSSEHEN IX WETTER MORGEN MITTWOCH ZWOELFTE JANUAR __OFF__
11January_2011_Tuesday_tagesschau_default-14,video/test/11January_2011_Tuesday_tagesschau_default-14/11January_2011_Tuesday_tagesschau_default-14.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11January_2011_Tuesday_tagesschau_default-14/1,CSLR-IIGA/segmentation/test/11January_2011_Tuesday_tagesschau_default-14,WIND VIEL SUED FREUNDLICH TEIL  __OFF__
11January_2011_Tuesday_tagesschau_default-3,video/test/11January_2011_Tuesday_tagesschau_default-3/11January_2011_Tuesday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11January_2011_Tuesday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/11January_2011_Tuesday_tagesschau_default-3,ISLAND DANN MILD LUFT KOMMEN DANN DONNERSTAG IX MEISTENS REGEN MOEGLICH SCHLIMM HOCHWASSER __OFF__
11January_2011_Tuesday_tagesschau_default-5,video/test/11January_2011_Tuesday_tagesschau_default-5/11January_2011_Tuesday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11January_2011_Tuesday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/11January_2011_Tuesday_tagesschau_default-5,__ON__ NORDOST IX BAYERN OST SCHNEE SCHNEIEN UND REGEN MIT FROST BODEN __OFF__
11July_2009_Saturday_tagesschau_default-0,video/test/11July_2009_Saturday_tagesschau_default-0/11July_2009_Saturday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11July_2009_Saturday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/11July_2009_Saturday_tagesschau_default-0,__ON__ MORGEN WETTER WIE-AUSSEHEN SONNTAG ZWOELF JULI __OFF__
11July_2009_Saturday_tagesschau_default-10,video/test/11July_2009_Saturday_tagesschau_default-10/11July_2009_Saturday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11July_2009_Saturday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/11July_2009_Saturday_tagesschau_default-10,__ON__ HEUTE NACHT SINKEN VIERZEHN BIS SIEBEN GRAD MORGEN KOENNEN SIEBZEHN REGION FUENF ZWANZIG REGION
11July_2009_Saturday_tagesschau_default-13,video/test/11July_2009_Saturday_tagesschau_default-13/11July_2009_Saturday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11July_2009_Saturday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/11July_2009_Saturday_tagesschau_default-13,__ON__ DIENSTAG MITTWOCH SONNE WOLKE WECHSELHAFT SCHAUER TYPISCH REGION REGEN GEWITTER KOENNEN __OFF__
11July_2011_Monday_tagesschau_default-4,video/test/11July_2011_Monday_tagesschau_default-4/11July_2011_Monday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11July_2011_Monday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/11July_2011_Monday_tagesschau_default-4,HEUTE NACHT MEHR LOCKER WOLKE ODER KLAR STERN SEHEN NORDWEST WOLKE __OFF__
11May_2010_Tuesday_heute_default-13,video/test/11May_2010_Tuesday_heute_default-13/11May_2010_Tuesday_heute_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11May_2010_Tuesday_heute_default-13/1,CSLR-IIGA/segmentation/test/11May_2010_Tuesday_heute_default-13,__ON__ ZWANZIG GRAD IN-KOMMEND DONNERSTAG BESONDERS SCHOEN WAHRSCHEINLICH REGION NORD
11May_2010_Tuesday_heute_default-6,video/test/11May_2010_Tuesday_heute_default-6/11May_2010_Tuesday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11May_2010_Tuesday_heute_default-6/1,CSLR-IIGA/segmentation/test/11May_2010_Tuesday_heute_default-6,NORDOST KOMMEN __OFF__ __ON__ MORGEN VOR MITTAG REGEN OST REGION REGEN
11May_2010_Tuesday_tagesschau_default-13,video/test/11May_2010_Tuesday_tagesschau_default-13/11May_2010_Tuesday_tagesschau_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11May_2010_Tuesday_tagesschau_default-13/1,CSLR-IIGA/segmentation/test/11May_2010_Tuesday_tagesschau_default-13,DONNERSTAG BESONDERS SUED SUEDOST REGEN IX
11November_2009_Wednesday_tagesschau_default-6,video/test/11November_2009_Wednesday_tagesschau_default-6/11November_2009_Wednesday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11November_2009_Wednesday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/11November_2009_Wednesday_tagesschau_default-6,__ON__ IM-VERLAUF AUCH WOLKE REGEN __OFF__ __ON__  WIND SCHWACH MAESSIG WEHEN
11November_2010_Thursday_tagesschau_default-6,video/test/11November_2010_Thursday_tagesschau_default-6/11November_2010_Thursday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11November_2010_Thursday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/11November_2010_Thursday_tagesschau_default-6,__ON__ TEILWEISE REGEN KOMMEN IX NORDWEST VERSCHWINDEN NORD KOENNEN BISSCHEN GEWITTER __OFF__
11November_2010_Thursday_tagesschau_default-8,video/test/11November_2010_Thursday_tagesschau_default-8/11November_2010_Thursday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11November_2010_Thursday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/11November_2010_Thursday_tagesschau_default-8,__ON__ TAG DANN SCHAUER BESONDERS NORD SPAETER REGION KOMMEN NEU REGEN __OFF__
11September_2009_Friday_tagesschau_default-0,video/test/11September_2009_Friday_tagesschau_default-0/11September_2009_Friday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11September_2009_Friday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/11September_2009_Friday_tagesschau_default-0,__ON__ JETZT WETTER MORGEN SAMSTAG ZWOELF SEPTEMBER __OFF__
11September_2009_Friday_tagesschau_default-2,video/test/11September_2009_Friday_tagesschau_default-2/11September_2009_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11September_2009_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/11September_2009_Friday_tagesschau_default-2,__ON__ DEUTSCH LAND KOMMEN KUEHL WEHEN TIEF KOMMEN NUR SCHWACH ABER DOCH
11September_2009_Friday_tagesschau_default-7,video/test/11September_2009_Friday_tagesschau_default-7/11September_2009_Friday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11September_2009_Friday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/11September_2009_Friday_tagesschau_default-7,__ON__ SONST WECHSELHAFT SONNE WOLKE __OFF__
11September_2009_Friday_tagesschau_default-8,video/test/11September_2009_Friday_tagesschau_default-8/11September_2009_Friday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/11September_2009_Friday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/11September_2009_Friday_tagesschau_default-8,__ON__ WIND SCHWACH MAESSIG KUESTE MEER AUCH FRISCH WEHEN HEUTE NACHT VIERZEHN ZWISCHEN SIEBEN
12April_2010_Monday_heute_default-6,video/test/12April_2010_Monday_heute_default-6/12April_2010_Monday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12April_2010_Monday_heute_default-6/1,CSLR-IIGA/segmentation/test/12April_2010_Monday_heute_default-6,MORGEN SO NORD GUT SONNE VIEL BESONDERS KUESTE VIEL SONNE TROCKEN BLEIBEN
12April_2010_Monday_tagesschau_default-8,video/test/12April_2010_Monday_tagesschau_default-8/12April_2010_Monday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12April_2010_Monday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/12April_2010_Monday_tagesschau_default-8,__ON__ SIEBEN BIS SECHSZEHN GRAD REGION DONNERSTAG SUEDOST WEITER WECHSELHAFT NORDWEST MEHR FREUNDLICH SONNE
12April_2011_Tuesday_tagesschau_default-3,video/test/12April_2011_Tuesday_tagesschau_default-3/12April_2011_Tuesday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12April_2011_Tuesday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/12April_2011_Tuesday_tagesschau_default-3,WEST REGION SCHON GLUECK FRANKREICH HOCH KOMMEN SCHOEN KOMMEN MEHR KLAR KOMMEN IN-KOMMEND __OFF__
12August_2009_Wednesday_tagesschau_default-10,video/test/12August_2009_Wednesday_tagesschau_default-10/12August_2009_Wednesday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12August_2009_Wednesday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/12August_2009_Wednesday_tagesschau_default-10,FREITAG SONNE WOLKE SUED ANFANG REGEN
12August_2010_Thursday_tagesschau_default-2,video/test/12August_2010_Thursday_tagesschau_default-2/12August_2010_Thursday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12August_2010_Thursday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/12August_2010_Thursday_tagesschau_default-2,__ON__ DEUTSCH LAND KOMMEN KUEHL HEISS GETRENNT NAEHE __OFF__
12August_2010_Thursday_tagesschau_default-9,video/test/12August_2010_Thursday_tagesschau_default-9/12August_2010_Thursday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12August_2010_Thursday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/12August_2010_Thursday_tagesschau_default-9,REGION SONNE WOLKE REGEN WECHSELHAFT __OFF__
12December_2009_Saturday_tagesschau_default-2,video/test/12December_2009_Saturday_tagesschau_default-2/12December_2009_Saturday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12December_2009_Saturday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/12December_2009_Saturday_tagesschau_default-2,NACHT SCHNEE LEICHT KUESTE TIEF SUED REGEN DABEI
12December_2011_Monday_heute_default-12,video/test/12December_2011_Monday_heute_default-12/12December_2011_Monday_heute_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/12December_2011_Monday_heute_default-12/1,CSLR-IIGA/segmentation/test/12December_2011_Monday_heute_default-12,NORDWEST REGEN KOMMEN NACH MITTAG NORDWEST VERSCHWINDEN SCHAUER MOEGLICH GEWITTER UND STURM KOENNEN
